# From state ; class name or eot ; to state
START ; eot ; eot
HL HY ZWJ ; QU_Pf ; QUmPimPf
HL HY ZWJ ; HH ; BAmEastAsian
HL HY ZWJ ; HL ; HL
HL HY ZWJ ; JL ; JL
HL HY ZWJ ; JV ; JV
HL HY ZWJ ; JT ; JT
HL HY ZWJ ; NSmEastAsian ; EXmEastAsian
HL HY ZWJ ; AK ; AK
HL HY ZWJ ; VI ; EXmEastAsian
HL HY ZWJ ; AS ; AK
HL HY ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
HL HY ZWJ ; VF ; EXmEastAsian
HL HY ZWJ ; ZW ; ZW
HL HY ZWJ ; ZWJ ; HL HY ZWJ
HL HY ZWJ ; B2 ; B2
HL HY ZWJ ; INmEastAsian ; EXmEastAsian
HL HY ZWJ ; WJ ; WJ
HL HY ZWJ ; PR_EastAsian ; PR_EastAsian
HL HY ZWJ ; ID_EastAsian ; ID_EastAsian
HL HY ZWJ ; OP_EastAsian ; OP_EastAsian
HL HY ZWJ ; CL_EastAsian ; CL_EastAsian
HL HY ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
HL HY ZWJ ; AL_DottedCircle ; AL_DottedCircle
HL HY ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
HL HY ZWJ ; EB_EastAsian ; EB_EastAsian
HL HY ZWJ ; BA_EastAsian ; BA_EastAsian
HL HY ZWJ ; NS_EastAsian|CJ ; CJ
HL HY ZWJ ; H2 ; H2
HL HY ZWJ ; H3 ; H3
HL HY ZWJ ; EX_EastAsian ; CJ
HL HY ZWJ ; IN_EastAsian ; CJ
HL HY ZWJ ; PO_EastAsian ; PO_EastAsian
HL HY ZWJ ; CB ; CB
HL HY ZWJ ; AP ; AP
HL HY ZWJ ; GL_EastAsian ; GL_EastAsian
HL HY ZWJ ; RI ; RI
HL HY ZWJ ; EM ; ID_EastAsian
HL HY ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
HL HY ZWJ ; SAmMnmMc ; CM
HL HY ZWJ ; SA_Mn|SA_Mc ; HL HY
AK VI ZWJ ; eot ; eot
AK VI ZWJ ; CM ; AK VI
AK VI ZWJ ; BAmEastAsian ; BAmEastAsian
AK VI ZWJ ; LF ; eot
AK VI ZWJ ; BK|NL ; eot
AK VI ZWJ ; CR ; CR
AK VI ZWJ ; SP ; SP
AK VI ZWJ ; EXmEastAsian ; EXmEastAsian
AK VI ZWJ ; QUmPimPf ; QUmPimPf
AK VI ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
AK VI ZWJ ; PRmEastAsian ; PRmEastAsian
AK VI ZWJ ; POmEastAsian ; POmEastAsian
AK VI ZWJ ; OPmEastAsian ; OPmEastAsian
AK VI ZWJ ; CP ; CP
AK VI ZWJ ; IS ; IS
AK VI ZWJ ; HY ; CM HY
AK VI ZWJ ; SY ; SY
AK VI ZWJ ; NU ; NU
AK VI ZWJ ; CLmEastAsian ; CLmEastAsian
AK VI ZWJ ; GLmEastAsian ; GLmEastAsian
AK VI ZWJ ; QU_Pi ; QUmPimPf
AK VI ZWJ ; BB ; BB
AK VI ZWJ ; QU_Pf ; QUmPimPf
AK VI ZWJ ; HH ; BAmEastAsian
AK VI ZWJ ; HL ; HL
AK VI ZWJ ; JL ; JL
AK VI ZWJ ; JV ; JV
AK VI ZWJ ; JT ; JT
AK VI ZWJ ; NSmEastAsian ; EXmEastAsian
AK VI ZWJ ; AK ; AK
AK VI ZWJ ; VI ; EXmEastAsian
AK VI ZWJ ; AS ; AK
AK VI ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
AK VI ZWJ ; VF ; EXmEastAsian
AK VI ZWJ ; ZW ; ZW
AK VI ZWJ ; ZWJ ; AK VI ZWJ
AK VI ZWJ ; B2 ; B2
AK VI ZWJ ; INmEastAsian ; EXmEastAsian
AK VI ZWJ ; WJ ; WJ
AK VI ZWJ ; PR_EastAsian ; PR_EastAsian
AK VI ZWJ ; ID_EastAsian ; ID_EastAsian
AK VI ZWJ ; OP_EastAsian ; OP_EastAsian
AK VI ZWJ ; CL_EastAsian ; CL_EastAsian
AK VI ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
AK VI ZWJ ; AL_DottedCircle ; AL_DottedCircle
AK VI ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
AK VI ZWJ ; EB_EastAsian ; EB_EastAsian
AK VI ZWJ ; BA_EastAsian ; BA_EastAsian
AK VI ZWJ ; NS_EastAsian|CJ ; CJ
AK VI ZWJ ; H2 ; H2
AK VI ZWJ ; H3 ; H3
AK VI ZWJ ; EX_EastAsian ; CJ
AK VI ZWJ ; IN_EastAsian ; CJ
AK VI ZWJ ; PO_EastAsian ; PO_EastAsian
AK VI ZWJ ; CB ; CB
AK VI ZWJ ; AP ; AP
AK VI ZWJ ; GL_EastAsian ; GL_EastAsian
AK VI ZWJ ; RI ; RI
AK VI ZWJ ; EM ; ID_EastAsian
AK VI ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
AK VI ZWJ ; SAmMnmMc ; CM
AK VI ZWJ ; SA_Mn|SA_Mc ; AK VI
PRmEastAsian ; eot ; eot
PRmEastAsian ; CM ; PRmEastAsian
PRmEastAsian ; BAmEastAsian ; BAmEastAsian
PRmEastAsian ; LF ; eot
PRmEastAsian ; BK|NL ; eot
PRmEastAsian ; CR ; CR
PRmEastAsian ; SP ; SP
PRmEastAsian ; EXmEastAsian ; EXmEastAsian
PRmEastAsian ; QUmPimPf ; QUmPimPf
PRmEastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
PRmEastAsian ; OPmEastAsian ; PRmEastAsian OPmEastAsian
PRmEastAsian ; CP ; CP
PRmEastAsian ; IS ; IS
PRmEastAsian ; HY ; CM HY
PRmEastAsian ; SY ; SY
PRmEastAsian ; NU ; NU
PRmEastAsian ; CLmEastAsian ; CLmEastAsian
PRmEastAsian ; GLmEastAsian ; GLmEastAsian
PRmEastAsian ; QU_Pi ; QUmPimPf
PRmEastAsian ; QU_Pf ; QUmPimPf
PRmEastAsian ; HH ; BAmEastAsian
PRmEastAsian ; HL ; HL
PRmEastAsian ; JL ; JL
PRmEastAsian ; JV ; JV
PRmEastAsian ; JT ; JT
PRmEastAsian ; NSmEastAsian ; EXmEastAsian
PRmEastAsian ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
PRmEastAsian ; ZW ; ZW
PRmEastAsian ; ZWJ ; PRmEastAsian ZWJ
PRmEastAsian ; INmEastAsian ; EXmEastAsian
PRmEastAsian ; WJ ; WJ
PRmEastAsian ; ID_EastAsian ; ID_EastAsian
PRmEastAsian ; OP_EastAsian ; PRmEastAsian OPmEastAsian
PRmEastAsian ; CL_EastAsian ; CL_EastAsian
PRmEastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
PRmEastAsian ; AL_DottedCircle ; AL_DottedCircle
PRmEastAsian ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
PRmEastAsian ; EB_EastAsian ; EB_EastAsian
PRmEastAsian ; BA_EastAsian ; BA_EastAsian
PRmEastAsian ; NS_EastAsian|CJ ; CJ
PRmEastAsian ; H2 ; H2
PRmEastAsian ; H3 ; H3
PRmEastAsian ; EX_EastAsian ; CJ
PRmEastAsian ; IN_EastAsian ; CJ
PRmEastAsian ; GL_EastAsian ; GL_EastAsian
PRmEastAsian ; EM ; ID_EastAsian
PRmEastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
PRmEastAsian ; SAmMnmMc ; CM
PRmEastAsian ; SA_Mn|SA_Mc ; PRmEastAsian
POmEastAsian ; eot ; eot
POmEastAsian ; CM ; POmEastAsian
POmEastAsian ; BAmEastAsian ; BAmEastAsian
POmEastAsian ; LF ; eot
POmEastAsian ; BK|NL ; eot
POmEastAsian ; CR ; CR
POmEastAsian ; SP ; SP
POmEastAsian ; EXmEastAsian ; EXmEastAsian
POmEastAsian ; QUmPimPf ; QUmPimPf
POmEastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
POmEastAsian ; OPmEastAsian ; PRmEastAsian OPmEastAsian
POmEastAsian ; CP ; CP
POmEastAsian ; IS ; IS
POmEastAsian ; HY ; CM HY
POmEastAsian ; SY ; SY
POmEastAsian ; NU ; NU
POmEastAsian ; CLmEastAsian ; CLmEastAsian
POmEastAsian ; GLmEastAsian ; GLmEastAsian
POmEastAsian ; QU_Pi ; QUmPimPf
POmEastAsian ; QU_Pf ; QUmPimPf
POmEastAsian ; HH ; BAmEastAsian
POmEastAsian ; HL ; HL
POmEastAsian ; NSmEastAsian ; EXmEastAsian
POmEastAsian ; ZW ; ZW
POmEastAsian ; ZWJ ; POmEastAsian ZWJ
POmEastAsian ; INmEastAsian ; EXmEastAsian
POmEastAsian ; WJ ; WJ
POmEastAsian ; OP_EastAsian ; PRmEastAsian OPmEastAsian
POmEastAsian ; CL_EastAsian ; CL_EastAsian
POmEastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
POmEastAsian ; AL_DottedCircle ; AL_DottedCircle
POmEastAsian ; BA_EastAsian ; BA_EastAsian
POmEastAsian ; NS_EastAsian|CJ ; CJ
POmEastAsian ; EX_EastAsian ; CJ
POmEastAsian ; IN_EastAsian ; CJ
POmEastAsian ; GL_EastAsian ; GL_EastAsian
POmEastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
POmEastAsian ; SAmMnmMc ; CM
POmEastAsian ; SA_Mn|SA_Mc ; POmEastAsian
CP ; eot ; eot
CP ; CM ; CP
CP ; BAmEastAsian ; BAmEastAsian
CP ; LF ; eot
CP ; BK|NL ; eot
CP ; CR ; CR
CP ; SP ; CP SP
CP ; EXmEastAsian ; EXmEastAsian
CP ; QUmPimPf ; QUmPimPf
CP ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
CP ; CP ; CP
CP ; IS ; IS
CP ; HY ; CM HY
CP ; SY ; SY
CP ; NU ; NU
CP ; CLmEastAsian ; CLmEastAsian
CP ; GLmEastAsian ; GLmEastAsian
CP ; QU_Pi ; QUmPimPf
CP ; QU_Pf ; QUmPimPf
CP ; HH ; BAmEastAsian
CP ; HL ; HL
CP ; NSmEastAsian ; EXmEastAsian
CP ; ZW ; ZW
CP ; ZWJ ; CP ZWJ
CP ; INmEastAsian ; EXmEastAsian
CP ; WJ ; WJ
CP ; CL_EastAsian ; CL_EastAsian
CP ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
CP ; AL_DottedCircle ; AL_DottedCircle
CP ; BA_EastAsian ; BA_EastAsian
CP ; NS_EastAsian|CJ ; CJ
CP ; EX_EastAsian ; CJ
CP ; IN_EastAsian ; CJ
CP ; GL_EastAsian ; GL_EastAsian
CP ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
CP ; SAmMnmMc ; CM
CP ; SA_Mn|SA_Mc ; CP
IS ; eot ; eot
IS ; CM ; IS
IS ; BAmEastAsian ; BAmEastAsian
IS ; LF ; eot
IS ; BK|NL ; eot
IS ; CR ; CR
IS ; SP ; SP
IS ; EXmEastAsian ; EXmEastAsian
IS ; QUmPimPf ; QUmPimPf
IS ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
IS ; CP ; CP
IS ; IS ; IS
IS ; HY ; CM HY
IS ; SY ; SY
IS ; NU ; NU
IS ; CLmEastAsian ; CLmEastAsian
IS ; GLmEastAsian ; GLmEastAsian
IS ; QU_Pi ; QUmPimPf
IS ; QU_Pf ; QUmPimPf
IS ; HH ; BAmEastAsian
IS ; HL ; HL
IS ; NSmEastAsian ; EXmEastAsian
IS ; ZW ; ZW
IS ; ZWJ ; IS ZWJ
IS ; INmEastAsian ; EXmEastAsian
IS ; WJ ; WJ
IS ; CL_EastAsian ; CL_EastAsian
IS ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
IS ; AL_DottedCircle ; AL_DottedCircle
IS ; BA_EastAsian ; BA_EastAsian
IS ; NS_EastAsian|CJ ; CJ
IS ; EX_EastAsian ; CJ
IS ; IN_EastAsian ; CJ
IS ; GL_EastAsian ; GL_EastAsian
IS ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
IS ; SAmMnmMc ; CM
IS ; SA_Mn|SA_Mc ; IS
HY ; eot ; eot
HY ; CM ; HY
HY ; BAmEastAsian ; BAmEastAsian
HY ; LF ; eot
HY ; BK|NL ; eot
HY ; CR ; CR
HY ; SP ; SP
HY ; EXmEastAsian ; EXmEastAsian
HY ; QUmPimPf ; QUmPimPf
HY ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
HY ; CP ; CP
HY ; IS ; IS
HY ; HY ; CM HY
HY ; SY ; SY
HY ; NU ; NU
HY ; CLmEastAsian ; CLmEastAsian
HY ; QU_Pi ; QUmPimPf
HY ; QU_Pf ; QUmPimPf
HY ; HH ; BAmEastAsian
HY ; HL ; HL
HY ; NSmEastAsian ; EXmEastAsian
HY ; ZW ; ZW
HY ; ZWJ ; HY ZWJ
HY ; INmEastAsian ; EXmEastAsian
HY ; WJ ; WJ
HY ; CL_EastAsian ; CL_EastAsian
HY ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
HY ; AL_DottedCircle ; AL_DottedCircle
HY ; BA_EastAsian ; BA_EastAsian
HY ; NS_EastAsian|CJ ; CJ
HY ; EX_EastAsian ; CJ
HY ; IN_EastAsian ; CJ
HY ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
HY ; SAmMnmMc ; CM
HY ; SA_Mn|SA_Mc ; HY
SY ; eot ; eot
SY ; CM ; SY
SY ; BAmEastAsian ; BAmEastAsian
SY ; LF ; eot
SY ; BK|NL ; eot
SY ; CR ; CR
SY ; SP ; SP
SY ; EXmEastAsian ; EXmEastAsian
SY ; QUmPimPf ; QUmPimPf
SY ; CP ; CP
SY ; IS ; IS
SY ; HY ; CM HY
SY ; SY ; SY
SY ; CLmEastAsian ; CLmEastAsian
SY ; GLmEastAsian ; GLmEastAsian
SY ; QU_Pi ; QUmPimPf
SY ; QU_Pf ; QUmPimPf
SY ; HH ; BAmEastAsian
SY ; HL ; HL
SY ; NSmEastAsian ; EXmEastAsian
SY ; ZW ; ZW
SY ; ZWJ ; SY ZWJ
SY ; INmEastAsian ; EXmEastAsian
SY ; WJ ; WJ
SY ; CL_EastAsian ; CL_EastAsian
SY ; BA_EastAsian ; BA_EastAsian
SY ; NS_EastAsian|CJ ; CJ
SY ; EX_EastAsian ; CJ
SY ; IN_EastAsian ; CJ
SY ; GL_EastAsian ; GL_EastAsian
SY ; SA_Mn|SA_Mc ; SY
BB ; eot ; eot
BB ; CM ; BB
BB ; BAmEastAsian ; BAmEastAsian
BB ; LF ; eot
BB ; BK|NL ; eot
BB ; CR ; CR
BB ; SP ; SP
BB ; EXmEastAsian ; EXmEastAsian
BB ; QUmPimPf ; QUmPimPf
BB ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
BB ; PRmEastAsian ; PRmEastAsian
BB ; POmEastAsian ; POmEastAsian
BB ; OPmEastAsian ; OPmEastAsian
BB ; CP ; CP
BB ; IS ; IS
BB ; HY ; CM HY
BB ; SY ; SY
BB ; NU ; NU
BB ; CLmEastAsian ; CLmEastAsian
BB ; GLmEastAsian ; GLmEastAsian
BB ; QU_Pi ; QUmPimPf
BB ; BB ; BB
BB ; QU_Pf ; QUmPimPf
BB ; HH ; BAmEastAsian
BB ; HL ; HL
BB ; JL ; JL
BB ; JV ; JV
BB ; JT ; JT
BB ; NSmEastAsian ; EXmEastAsian
BB ; AK ; AK
BB ; VI ; EXmEastAsian
BB ; AS ; AK
BB ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
BB ; VF ; EXmEastAsian
BB ; ZW ; ZW
BB ; ZWJ ; BB ZWJ
BB ; B2 ; B2
BB ; INmEastAsian ; EXmEastAsian
BB ; WJ ; WJ
BB ; PR_EastAsian ; PR_EastAsian
BB ; ID_EastAsian ; ID_EastAsian
BB ; OP_EastAsian ; OP_EastAsian
BB ; CL_EastAsian ; CL_EastAsian
BB ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
BB ; AL_DottedCircle ; AL_DottedCircle
BB ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
BB ; EB_EastAsian ; EB_EastAsian
BB ; BA_EastAsian ; BA_EastAsian
BB ; NS_EastAsian|CJ ; CJ
BB ; H2 ; H2
BB ; H3 ; H3
BB ; EX_EastAsian ; CJ
BB ; IN_EastAsian ; CJ
BB ; PO_EastAsian ; PO_EastAsian
BB ; AP ; AP
BB ; GL_EastAsian ; GL_EastAsian
BB ; RI ; RI
BB ; EM ; ID_EastAsian
BB ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BB ; SAmMnmMc ; CM
BB ; SA_Mn|SA_Mc ; BB
HH ; eot ; eot
HH ; CM ; HH
HH ; BAmEastAsian ; BAmEastAsian
HH ; LF ; eot
HH ; BK|NL ; eot
HH ; CR ; CR
HH ; SP ; SP
HH ; EXmEastAsian ; EXmEastAsian
HH ; QUmPimPf ; QUmPimPf
HH ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
HH ; CP ; CP
HH ; IS ; IS
HH ; HY ; CM HY
HH ; SY ; SY
HH ; CLmEastAsian ; CLmEastAsian
HH ; QU_Pi ; QUmPimPf
HH ; QU_Pf ; QUmPimPf
HH ; HH ; BAmEastAsian
HH ; HL ; HL
HH ; NSmEastAsian ; EXmEastAsian
HH ; ZW ; ZW
HH ; ZWJ ; HH ZWJ
HH ; INmEastAsian ; EXmEastAsian
HH ; WJ ; WJ
HH ; CL_EastAsian ; CL_EastAsian
HH ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
HH ; AL_DottedCircle ; AL_DottedCircle
HH ; BA_EastAsian ; BA_EastAsian
HH ; NS_EastAsian|CJ ; CJ
HH ; EX_EastAsian ; CJ
HH ; IN_EastAsian ; CJ
HH ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
HH ; SAmMnmMc ; CM
HH ; SA_Mn|SA_Mc ; HH
JV ; eot ; eot
JV ; CM ; JV
JV ; BAmEastAsian ; BAmEastAsian
JV ; LF ; eot
JV ; BK|NL ; eot
JV ; CR ; CR
JV ; SP ; SP
JV ; EXmEastAsian ; EXmEastAsian
JV ; QUmPimPf ; QUmPimPf
JV ; POmEastAsian ; POmEastAsian
JV ; CP ; CP
JV ; IS ; IS
JV ; HY ; CM HY
JV ; SY ; SY
JV ; CLmEastAsian ; CLmEastAsian
JV ; GLmEastAsian ; GLmEastAsian
JV ; QU_Pi ; QUmPimPf
JV ; QU_Pf ; QUmPimPf
JV ; HH ; BAmEastAsian
JV ; JV ; JV
JV ; JT ; JT
JV ; NSmEastAsian ; EXmEastAsian
JV ; ZW ; ZW
JV ; ZWJ ; JV ZWJ
JV ; INmEastAsian ; EXmEastAsian
JV ; WJ ; WJ
JV ; CL_EastAsian ; CL_EastAsian
JV ; BA_EastAsian ; BA_EastAsian
JV ; NS_EastAsian|CJ ; CJ
JV ; EX_EastAsian ; CJ
JV ; IN_EastAsian ; CJ
JV ; PO_EastAsian ; PO_EastAsian
JV ; GL_EastAsian ; GL_EastAsian
JV ; SA_Mn|SA_Mc ; JV
JT ; eot ; eot
JT ; CM ; JT
JT ; BAmEastAsian ; BAmEastAsian
JT ; LF ; eot
JT ; BK|NL ; eot
JT ; CR ; CR
JT ; SP ; SP
JT ; EXmEastAsian ; EXmEastAsian
JT ; QUmPimPf ; QUmPimPf
JT ; POmEastAsian ; POmEastAsian
JT ; CP ; CP
JT ; IS ; IS
JT ; HY ; CM HY
JT ; SY ; SY
JT ; CLmEastAsian ; CLmEastAsian
JT ; GLmEastAsian ; GLmEastAsian
JT ; QU_Pi ; QUmPimPf
JT ; QU_Pf ; QUmPimPf
JT ; HH ; BAmEastAsian
JT ; JT ; JT
JT ; NSmEastAsian ; EXmEastAsian
JT ; ZW ; ZW
JT ; ZWJ ; JT ZWJ
JT ; INmEastAsian ; EXmEastAsian
JT ; WJ ; WJ
JT ; CL_EastAsian ; CL_EastAsian
JT ; BA_EastAsian ; BA_EastAsian
JT ; NS_EastAsian|CJ ; CJ
JT ; EX_EastAsian ; CJ
JT ; IN_EastAsian ; CJ
JT ; PO_EastAsian ; PO_EastAsian
JT ; GL_EastAsian ; GL_EastAsian
JT ; SA_Mn|SA_Mc ; JT
AK ; eot ; eot
AK ; CM ; AK
AK ; BAmEastAsian ; BAmEastAsian
AK ; LF ; eot
AK ; BK|NL ; eot
AK ; CR ; CR
AK ; SP ; SP
AK ; EXmEastAsian ; EXmEastAsian
AK ; QUmPimPf ; QUmPimPf
AK ; CP ; CP
AK ; IS ; IS
AK ; HY ; CM HY
AK ; SY ; SY
AK ; CLmEastAsian ; CLmEastAsian
AK ; GLmEastAsian ; GLmEastAsian
AK ; QU_Pi ; QUmPimPf
AK ; QU_Pf ; QUmPimPf
AK ; HH ; BAmEastAsian
AK ; NSmEastAsian ; EXmEastAsian
AK ; AK ; AK AK
AK ; VI ; AK VI
AK ; AS ; AK AK
AK ; VF ; EXmEastAsian
AK ; ZW ; ZW
AK ; ZWJ ; AK ZWJ
AK ; INmEastAsian ; EXmEastAsian
AK ; WJ ; WJ
AK ; CL_EastAsian ; CL_EastAsian
AK ; AL_DottedCircle ; AK AK
AK ; BA_EastAsian ; BA_EastAsian
AK ; NS_EastAsian|CJ ; CJ
AK ; EX_EastAsian ; CJ
AK ; IN_EastAsian ; CJ
AK ; GL_EastAsian ; GL_EastAsian
AK ; SA_Mn|SA_Mc ; AK
IDmEastAsianmExtPictUnassigned ; eot ; eot
IDmEastAsianmExtPictUnassigned ; CM ; IDmEastAsianmExtPictUnassigned
IDmEastAsianmExtPictUnassigned ; BAmEastAsian ; BAmEastAsian
IDmEastAsianmExtPictUnassigned ; LF ; eot
IDmEastAsianmExtPictUnassigned ; BK|NL ; eot
IDmEastAsianmExtPictUnassigned ; CR ; CR
IDmEastAsianmExtPictUnassigned ; SP ; SP
IDmEastAsianmExtPictUnassigned ; EXmEastAsian ; EXmEastAsian
IDmEastAsianmExtPictUnassigned ; QUmPimPf ; QUmPimPf
IDmEastAsianmExtPictUnassigned ; POmEastAsian ; POmEastAsian
IDmEastAsianmExtPictUnassigned ; CP ; CP
IDmEastAsianmExtPictUnassigned ; IS ; IS
IDmEastAsianmExtPictUnassigned ; HY ; CM HY
IDmEastAsianmExtPictUnassigned ; SY ; SY
IDmEastAsianmExtPictUnassigned ; CLmEastAsian ; CLmEastAsian
IDmEastAsianmExtPictUnassigned ; GLmEastAsian ; GLmEastAsian
IDmEastAsianmExtPictUnassigned ; QU_Pi ; QUmPimPf
IDmEastAsianmExtPictUnassigned ; QU_Pf ; QUmPimPf
IDmEastAsianmExtPictUnassigned ; HH ; BAmEastAsian
IDmEastAsianmExtPictUnassigned ; NSmEastAsian ; EXmEastAsian
IDmEastAsianmExtPictUnassigned ; ZW ; ZW
IDmEastAsianmExtPictUnassigned ; ZWJ ; IDmEastAsianmExtPictUnassigned ZWJ
IDmEastAsianmExtPictUnassigned ; INmEastAsian ; EXmEastAsian
IDmEastAsianmExtPictUnassigned ; WJ ; WJ
IDmEastAsianmExtPictUnassigned ; CL_EastAsian ; CL_EastAsian
IDmEastAsianmExtPictUnassigned ; BA_EastAsian ; BA_EastAsian
IDmEastAsianmExtPictUnassigned ; NS_EastAsian|CJ ; CJ
IDmEastAsianmExtPictUnassigned ; EX_EastAsian ; CJ
IDmEastAsianmExtPictUnassigned ; IN_EastAsian ; CJ
IDmEastAsianmExtPictUnassigned ; PO_EastAsian ; PO_EastAsian
IDmEastAsianmExtPictUnassigned ; GL_EastAsian ; GL_EastAsian
IDmEastAsianmExtPictUnassigned ; SA_Mn|SA_Mc ; IDmEastAsianmExtPictUnassigned
B2 ; eot ; eot
B2 ; CM ; B2
B2 ; BAmEastAsian ; BAmEastAsian
B2 ; LF ; eot
B2 ; BK|NL ; eot
B2 ; CR ; CR
B2 ; SP ; B2 SP
B2 ; EXmEastAsian ; EXmEastAsian
B2 ; QUmPimPf ; QUmPimPf
B2 ; CP ; CP
B2 ; IS ; IS
B2 ; HY ; CM HY
B2 ; SY ; SY
B2 ; CLmEastAsian ; CLmEastAsian
B2 ; GLmEastAsian ; GLmEastAsian
B2 ; QU_Pi ; QUmPimPf
B2 ; QU_Pf ; QUmPimPf
B2 ; HH ; BAmEastAsian
B2 ; NSmEastAsian ; EXmEastAsian
B2 ; ZW ; ZW
B2 ; ZWJ ; B2 ZWJ
B2 ; B2 ; B2
B2 ; INmEastAsian ; EXmEastAsian
B2 ; WJ ; WJ
B2 ; CL_EastAsian ; CL_EastAsian
B2 ; BA_EastAsian ; BA_EastAsian
B2 ; NS_EastAsian|CJ ; CJ
B2 ; EX_EastAsian ; CJ
B2 ; IN_EastAsian ; CJ
B2 ; GL_EastAsian ; GL_EastAsian
B2 ; SA_Mn|SA_Mc ; B2
OP_EastAsian ; eot ; eot
OP_EastAsian ; CM ; OP_EastAsian
OP_EastAsian ; BAmEastAsian ; BAmEastAsian
OP_EastAsian ; LF ; eot
OP_EastAsian ; BK|NL ; eot
OP_EastAsian ; CR ; CR
OP_EastAsian ; SP ; OPmEastAsian SP
OP_EastAsian ; EXmEastAsian ; EXmEastAsian
OP_EastAsian ; QUmPimPf ; QUmPimPf
OP_EastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
OP_EastAsian ; PRmEastAsian ; PRmEastAsian
OP_EastAsian ; POmEastAsian ; POmEastAsian
OP_EastAsian ; OPmEastAsian ; OPmEastAsian
OP_EastAsian ; CP ; CP
OP_EastAsian ; IS ; IS
OP_EastAsian ; HY ; CM HY
OP_EastAsian ; SY ; SY
OP_EastAsian ; NU ; NU
OP_EastAsian ; CLmEastAsian ; CLmEastAsian
OP_EastAsian ; GLmEastAsian ; GLmEastAsian
OP_EastAsian ; QU_Pi ; OPmEastAsian
OP_EastAsian ; BB ; BB
OP_EastAsian ; QU_Pf ; JL QU_Pf
OP_EastAsian ; HH ; BAmEastAsian
OP_EastAsian ; HL ; HL
OP_EastAsian ; JL ; JL
OP_EastAsian ; JV ; JV
OP_EastAsian ; JT ; JT
OP_EastAsian ; NSmEastAsian ; EXmEastAsian
OP_EastAsian ; AK ; AK
OP_EastAsian ; VI ; EXmEastAsian
OP_EastAsian ; AS ; AK
OP_EastAsian ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
OP_EastAsian ; VF ; EXmEastAsian
OP_EastAsian ; ZW ; ZW
OP_EastAsian ; ZWJ ; OP_EastAsian
OP_EastAsian ; B2 ; B2
OP_EastAsian ; INmEastAsian ; EXmEastAsian
OP_EastAsian ; WJ ; WJ
OP_EastAsian ; PR_EastAsian ; PR_EastAsian
OP_EastAsian ; ID_EastAsian ; ID_EastAsian
OP_EastAsian ; OP_EastAsian ; OP_EastAsian
OP_EastAsian ; CL_EastAsian ; CL_EastAsian
OP_EastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
OP_EastAsian ; AL_DottedCircle ; AL_DottedCircle
OP_EastAsian ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
OP_EastAsian ; EB_EastAsian ; EB_EastAsian
OP_EastAsian ; BA_EastAsian ; BA_EastAsian
OP_EastAsian ; NS_EastAsian|CJ ; CJ
